artist_id,artist_name,video_id,video_view
1,갤럭시익스프레스,lIBfYXkR6yQ,771
1,갤럭시익스프레스,MebQY0Z96hM,667
1,갤럭시익스프레스,DgLmiKBu0e4,280
1,갤럭시익스프레스,6wTNNdEUcIQ,599
1,갤럭시익스프레스,3BF7BCI3sPk,263
1,갤럭시익스프레스,g7wBcoog9qE,3544
1,갤럭시익스프레스,EWI9Pd1X0ng,2358
1,갤럭시익스프레스,3S-HCP2bNtM,1585
1,갤럭시익스프레스,uF4KN9vOuPM,909
1,갤럭시익스프레스,gG9Ql2ssKiU,978
1,갤럭시익스프레스,-YjqdHlTCkk,9513
1,갤럭시익스프레스,Dq6Ynn-mPgA,439
1,갤럭시익스프레스,dcZbN-LvaK8,860
1,갤럭시익스프레스,bzi8kyy3MmQ,1185
1,갤럭시익스프레스,9eMu_HuzLTw,698
1,갤럭시익스프레스,FjRInlEZLoU,471
1,갤럭시익스프레스,AoiEBBo9s2w,226
1,갤럭시익스프레스,7RNwZI46ck4,193
1,갤럭시익스프레스,tBmpNqrX1Eo,564
1,갤럭시익스프레스,QXmeGnHMAAg,3628
1,갤럭시익스프레스,XAFiJsLpl-I,21796
1,갤럭시익스프레스,SgxOSNiRfOU,675
1,갤럭시익스프레스,fDsU6QKIfng,42441
1,갤럭시익스프레스,sWDrmGIWso4,2526
1,갤럭시익스프레스,fgD8WEk7lbE,5249
1,갤럭시익스프레스,m9_QweIWsDY,62301
1,갤럭시익스프레스,E9ny-bbLp1Y,867
1,갤럭시익스프레스,aIoIgkQSZ-E,1569
1,갤럭시익스프레스,mP5ioOop-d0,126070
1,갤럭시익스프레스,1uTkUBYaUC0,8021
1,갤럭시익스프레스,vhubcfo7cRc,304660
1,갤럭시익스프레스,_Fuil7TW1N4,11254
1,갤럭시익스프레스,FGvDnymD6DU,853
1,갤럭시익스프레스,eMUe3_q6TOQ,1390
1,갤럭시익스프레스,xL5-J1812Vc,1248
1,갤럭시익스프레스,iIHROUmdMk8,138
1,갤럭시익스프레스,VWY7Pcp0IwY,1021
1,갤럭시익스프레스,f4HdhvYCjYA,495
1,갤럭시익스프레스,oZgATad59EA,440
1,갤럭시익스프레스,PPoYBGXBIg0,255
1,갤럭시익스프레스,9Tu7LeLvl14,611
1,갤럭시익스프레스,Vkaee-KAiVA,321
1,갤럭시익스프레스,_PMNEzsSkjM,214
1,갤럭시익스프레스,G8oqi6Lr3wk,102
1,갤럭시익스프레스,Yzz7WGM_-CU,439
1,갤럭시익스프레스,TLNmA9BHmFk,768
1,갤럭시익스프레스,-qVQIvYTPh0,219
1,갤럭시익스프레스,im7AFWrGlt8,302
1,갤럭시익스프레스,IgOTtkpcNeg,12237
1,갤럭시익스프레스,4jTiqZpjh2s,4051
1,갤럭시익스프레스,JiD4LjurSDk,600
1,갤럭시익스프레스,IcPsBKjYoQk,2488
1,갤럭시익스프레스,BPy40XSNG5A,7264
1,갤럭시익스프레스,QUYPqmfJOR8,1083
2,검엑스,fwzJ0ZEVPkk,136
2,검엑스,Zbf7zhy69jw,108
2,검엑스,4cldGqEjsus,114
2,검엑스,kyp3hRvB_Mk,102
2,검엑스,QLlmXsUt-uY,188
2,검엑스,PBT38zcrf0Y,389
2,검엑스,XTEJXIxWJQ0,250
2,검엑스,JweoTP3QQ3I,203
2,검엑스,NLYhF_4t5-8,338
2,검엑스,Cr23KXgDHgs,1179
2,검엑스,OYDAZok2cZU,282
2,검엑스,11HPApB-biA,172
2,검엑스,zu_3oQ_8Ao0,210
2,검엑스,pHXuZZJI248,179
2,검엑스,3i2QaqosJzo,223
2,검엑스,QGkvtNf4ikI,237
2,검엑스,hozBD9F029w,134
2,검엑스,Z_x4Q9L4b0s,209
2,검엑스,pkQD5iy6--I,147
2,검엑스,Eo5oEk0t8tY,6211
2,검엑스,ZQvkV8XFWls,531
2,검엑스,9ialKK0NJMo,356
2,검엑스,r3LP2MtuoUo,2329
2,검엑스,s4yodRVEIVg,1181
2,검엑스,r2zE7L34w2I,255
2,검엑스,m76sBdNbBRk,253
2,검엑스,sMYTX2U31hw,286
2,검엑스,Kwn9RW6zR8w,1212
2,검엑스,P_beXSpJo4s,356
2,검엑스,PqIRyQNBlgE,280
2,검엑스,KZ46TKTewzo,250
2,검엑스,T8VJbOeoXmc,925
2,검엑스,_P4XXT_wC_8,437
2,검엑스,OF4-XLt7W2k,941
2,검엑스,y2ZFAzqlYlI,715
2,검엑스,-r4sRMt8-Mk,311
2,검엑스,dSIsYLi0WH8,333
2,검엑스,0Kz34AvmL_w,315
2,검엑스,cRqTVWaVRJo,345
2,검엑스,uujuo_8VbCk,379
2,검엑스,js68P8LA7nk,696
2,검엑스,MEYk5woUKmA,672
2,검엑스,AdnsCvS0wUI,597
2,검엑스,hHZnT3jo_hk,972
2,검엑스,9l_WEKm753Q,637
2,검엑스,38yArQs2KHM,512
2,검엑스,mnOGg0wPRyg,241
2,검엑스,ljVG3kR7i7A,281
2,검엑스,xUiK3OLT-JY,246
2,검엑스,nC81ZhlPCDE,311
2,검엑스,59ytczcXRtU,336
2,검엑스,Wl32gTZipuo,1408
2,검엑스,4qB_0nzEiQo,802
2,검엑스,ulznvVnarhQ,345
2,검엑스,IMKQCceza7A,642
2,검엑스,12XSk75jC4U,419
2,검엑스,Ik3CNqYlJ1I,617
2,검엑스,DdBLujv96Qg,527
2,검엑스,fqy2gSJdXSw,572
2,검엑스,koJE_Qrra18,1903
2,검엑스,GwfO9fLnBUA,872
2,검엑스,AR3g4rfEK6c,8469
2,검엑스,SOXzEBCUQGY,24563
2,검엑스,hNb4VQ5BNic,3161
2,검엑스,zOJ123Jtv7A,254
3,검정치마,bp5DNQ1yfss,469367
3,검정치마,Yay61n44nA0,384332
3,검정치마,IkKzZFquczs,577342
3,검정치마,y7j_z97iB10,693047
3,검정치마,mzOBd1IndD8,11188
3,검정치마,EaZy-vXJH18,12072
3,검정치마,d8KfcLqEXkk,492371
3,검정치마,p7a2cOGnJBw,43983
3,검정치마,3b6GhIprBdM,46078
3,검정치마,uuGtrxDsrws,4343917
3,검정치마,loysypSfVN0,884061
3,검정치마,80nGOu5rCT0,2329570
4,구남과여라이딩스텔라,5yLxmPyWkZ4,221
4,구남과여라이딩스텔라,eKga5FwEs2c,190
4,구남과여라이딩스텔라,28yJsr_Hq9c,1188
4,구남과여라이딩스텔라,yYOmqM3ZQPA,501
4,구남과여라이딩스텔라,jTzUTrisS58,254
4,구남과여라이딩스텔라,Bm2v-w2NXx0,142
4,구남과여라이딩스텔라,qZunt-uYkKU,1878
4,구남과여라이딩스텔라,t2EiaauO1OU,251
4,구남과여라이딩스텔라,z7XwAcz7zBw,321
4,구남과여라이딩스텔라,a06D9XfROqs,1481
4,구남과여라이딩스텔라,hebTOKWK4bc,1552
4,구남과여라이딩스텔라,sTXqrb3B-V8,630
4,구남과여라이딩스텔라,aLK1DzHKvU4,2141
4,구남과여라이딩스텔라,fbmz3K8Vwug,2233
4,구남과여라이딩스텔라,-7-804FQ1_k,1047
4,구남과여라이딩스텔라,hJmPNtX7BRs,687
4,구남과여라이딩스텔라,RZB3qvK6aYE,1198
4,구남과여라이딩스텔라,sxISuoHothM,704
4,구남과여라이딩스텔라,hU0IRNEH0m4,107497
4,구남과여라이딩스텔라,QYWjQzVDCIU,416
4,구남과여라이딩스텔라,spl-DgFf4pc,152304
4,구남과여라이딩스텔라,SzCjR_DGhcA,399
4,구남과여라이딩스텔라,ziAmQXvMwpY,1951
4,구남과여라이딩스텔라,GpA5aESFGdk,1371
4,구남과여라이딩스텔라,wvJ9meMZt_U,2837
4,구남과여라이딩스텔라,-yakbBBifnQ,7787
4,구남과여라이딩스텔라,MwG1AVKasng,647
4,구남과여라이딩스텔라,Vi5yI3b4DSA,5961
4,구남과여라이딩스텔라,U9lhvOK5qMQ,38762
5,권진아,UGmDMqvmySw,101166
